,status,age_group,education,industry,location,ai_risk,monthly_salary_(inr),date_recorded
1701,1,55-65,phd,retail,urban,low,112400.0,2027-08-29
1702,0,25-34,phd, fintech,urban,low,77200.0,2027-08-30
1703,1,35-44,bachelor,tech ,urban,high,40700.0,2027-08-31
1704,1,18-24,diploma, fintech,urban,high,68525.0,2027-09-01
1705,1,35-44,diploma,retail,urban,high,40700.0,2027-09-02
1706,0,25-34,diploma,education,urban,high,73981.25,2027-09-03
1707,0,25-34,bachelor,retail,urban,high,40700.0,2027-09-04
1708,1,55-65,diploma,retail,suburban,high,60200.0,2027-09-05
1709,0,55-65,master,finance,urban,medium,40700.0,2027-09-06
1710,0,18-24,high_school,retail,urban,low,40700.0,2027-09-07
1711,0,35-44,phd,health,urban,medium,40700.0,2027-09-08
1712,1,25-34,high_school,finance,urban,high,88565.21739130435,2027-09-09
1713,0,18-24,high_school,retail,urban,low,41600.0,2027-09-10
1714,0,18-24,bachelor,health,urban,high,82858.97435897436,2027-09-11
1715,1,25-34,bachelor,retail,urban,medium,74708.33333333333,2027-09-12
1716,1,55-65,high_school,retail,urban,medium,40700.0,2027-09-13
1717,1,25-34,master,health,urban,high,112400.0,2027-09-14
1718,0,25-34,bachelor,retail,urban,high,105500.0,2027-09-15
1719,1,35-44,master, fintech,urban,high,40700.0,2027-09-16
1720,1,45-54,high_school,health,urban,high,105400.0,2027-09-17
1721,1,25-34,high_school,tech,urban,high,40700.0,2027-09-18
1722,0,45-54,high_school, fintech,urban,low,112400.0,2027-09-19
1723,1,18-24,phd,finance,rural,low,83600.0,2027-09-20
1724,1,25-34,master,health,suburban,high,112400.0,2027-09-21
1725,1,18-24,phd, fintech,suburban,high,40700.0,2027-09-22
1726,0,35-44,high_school,finance,suburban,low,76550.0,2027-09-23
1727,0,35-44,master, fintech,urban,low,40700.0,2027-09-24
1728,1,25-34,phd,retail,suburban,medium,87471.42857142857,2027-09-25
1729,1,18-24,bachelor, fintech,urban,high,74234.88372093023,2027-09-26
1730,0,55-65,master,health,urban,high,77200.0,2027-09-27
1731,1,18-24,bachelor,tech,rural,medium,112400.0,2027-09-28
1732,0,45-54,diploma,retail,suburban,medium,40700.0,2027-09-29
1733,1,25-34,bachelor,finance,urban,high,112400.0,2027-09-30
1734,0,18-24,bachelor,tech ,urban,low,76920.51282051283,2027-10-01
1735,0,25-34,bachelor,retail,urban,medium,74708.33333333333,2027-10-02
1736,1,18-24,high_school,education,urban,high,72039.13043478261,2027-10-03
1737,1,35-44,phd,tech,urban,low,112400.0,2027-10-04
1738,1,25-34,phd,retail,urban,high,78222.78481012658,2027-10-05
1739,1,25-34,high_school,retail,urban,low,68800.0,2027-10-06
1740,1,18-24,diploma,tech ,urban,high,103300.0,2027-10-07
1741,0,25-34,high_school,education,urban,medium,63800.0,2027-10-08
1742,1,18-24,bachelor,retail,suburban,high,112400.0,2027-10-09
1743,1,55-65,bachelor, fintech,rural,low,73000.0,2027-10-10
1744,0,25-34,high_school,health,urban,medium,112400.0,2027-10-11
1745,1,18-24,diploma,finance,urban,low,59500.0,2027-10-12
1746,0,18-24,bachelor,retail,urban,medium,43400.0,2027-10-13
1747,1,18-24,bachelor,finance,suburban,medium,40700.0,2027-10-14
1748,1,45-54,high_school,health,urban,high,40700.0,2027-10-15
1749,1,18-24,master,health,urban,medium,72056.45161290323,2027-10-16
1750,1,18-24,master, fintech,urban,high,76375.0,2027-10-17
1751,1,25-34,bachelor,health,urban,high,112400.0,2027-10-18
1752,1,55-65,master, fintech,urban,low,101200.0,2027-10-19
1753,1,18-24,phd,tech,rural,high,96900.0,2027-10-20
1754,0,18-24,bachelor,finance,urban,high,85774.35897435897,2027-10-21
1755,1,18-24,master,finance,rural,medium,80700.0,2027-10-22
1756,1,25-34,diploma,education,rural,medium,40700.0,2027-10-23
1757,0,25-34,bachelor,tech ,suburban,medium,40700.0,2027-10-24
1758,0,55-65,bachelor,retail,urban,high,112400.0,2027-10-25
1759,1,35-44,bachelor,tech ,urban,medium,41000.0,2027-10-26
1760,0,25-34,bachelor,tech,urban,medium,40700.0,2027-10-27
1761,1,25-34,master,health,urban,medium,72056.45161290323,2027-10-28
1762,1,18-24,master,retail,urban,high,112400.0,2027-10-29
1763,0,35-44,high_school,finance,urban,medium,88000.0,2027-10-30
1764,1,45-54,bachelor,retail,urban,low,60000.0,2027-10-31
1765,1,55-65,bachelor,education,urban,high,78300.0,2027-11-01
1766,1,35-44,master, fintech,urban,high,40700.0,2027-11-02
1767,1,25-34,master,retail,urban,high,67800.0,2027-11-03
1768,0,25-34,bachelor,retail,suburban,high,85446.15384615384,2027-11-04
1769,1,18-24,bachelor,tech ,urban,high,44000.0,2027-11-05
1770,1,18-24,high_school,retail,urban,medium,111900.0,2027-11-06
1771,0,35-44,bachelor, fintech,suburban,medium,40700.0,2027-11-07
1772,1,25-34,bachelor,education,urban,high,41600.0,2027-11-08
1773,1,45-54,bachelor,retail,urban,high,40700.0,2027-11-09
1774,1,25-34,bachelor, fintech,urban,low,97500.0,2027-11-10
1775,1,25-34,master,tech,urban,low,43100.0,2027-11-11
1776,0,18-24,bachelor,finance,suburban,high,112400.0,2027-11-12
1777,0,45-54,bachelor,retail,urban,high,112400.0,2027-11-13
1778,1,18-24,bachelor,finance,urban,high,85774.35897435897,2027-11-14
1779,1,25-34,bachelor,finance,urban,high,106900.0,2027-11-15
1780,0,45-54,high_school,retail,urban,medium,40700.0,2027-11-16
1781,0,35-44,diploma,retail,urban,high,112400.0,2027-11-17
1782,1,35-44,phd,tech ,urban,high,40700.0,2027-11-18
1783,1,55-65,bachelor,tech,urban,high,75100.0,2027-11-19
1784,0,55-65,phd,retail,urban,medium,83600.0,2027-11-20
1785,1,55-65,high_school,health,urban,low,80530.0,2027-11-21
1786,0,18-24,master,health,urban,medium,112400.0,2027-11-22
1787,0,35-44,bachelor,health,rural,high,40700.0,2027-11-23
1788,1,25-34,bachelor,education,urban,medium,40700.0,2027-11-24
1789,0,18-24,bachelor, fintech,urban,medium,112400.0,2027-11-25
1790,0,18-24,phd, fintech,urban,low,40700.0,2027-11-26
1791,1,45-54,high_school,retail,rural,medium,40700.0,2027-11-27
1792,0,25-34,high_school,education,suburban,medium,40700.0,2027-11-28
1793,1,45-54,high_school,retail,urban,low,73565.5172413793,2027-11-29
1794,0,35-44,bachelor,health,urban,high,104200.0,2027-11-30
1795,1,45-54,bachelor,health,urban,high,40700.0,2027-12-01
1796,0,45-54,high_school,tech,urban,high,69684.0,2027-12-02
1797,0,45-54,master,health,urban,high,40700.0,2027-12-03
1798,0,18-24,phd,finance,suburban,high,104500.0,2027-12-04
1799,1,55-65,diploma, fintech,urban,high,112400.0,2027-12-05
1800,1,18-24,phd,health,urban,high,83200.0,2027-12-06
1801,1,25-34,master,tech,urban,low,40700.0,2027-12-07
1802,1,18-24,high_school, fintech,urban,high,112400.0,2027-12-08
1803,1,18-24,bachelor,finance,urban,low,112400.0,2027-12-09
1804,0,18-24,master,health,urban,high,72056.45161290323,2027-12-10
1805,1,18-24,high_school,health,urban,low,80530.0,2027-12-11
1806,0,18-24,diploma,retail,urban,medium,83920.0,2027-12-12
1807,0,45-54,high_school,finance,urban,low,77300.0,2027-12-13
1808,0,45-54,bachelor,tech,urban,medium,45300.0,2027-12-14
1809,1,18-24,bachelor,health,suburban,medium,63766.666666666664,2027-12-15
1810,1,18-24,high_school,tech,urban,high,40700.0,2027-12-16
1811,1,35-44,high_school,retail,urban,high,112400.0,2027-12-17
1812,0,55-65,high_school, fintech,suburban,high,43800.0,2027-12-18
1813,1,25-34,master,retail,urban,high,97500.0,2027-12-19
1814,1,25-34,phd,retail,urban,medium,90800.0,2027-12-20
1815,1,18-24,phd,retail,rural,low,76000.0,2027-12-21
1816,1,18-24,master,health,suburban,high,81216.66666666667,2027-12-22
1817,0,25-34,high_school,retail,rural,low,40700.0,2027-12-23
1818,1,18-24,bachelor,tech,urban,medium,74665.11627906977,2027-12-24
1819,1,55-65,bachelor,retail,urban,medium,52500.0,2027-12-25
1820,1,18-24,bachelor,tech,urban,high,112400.0,2027-12-26
1821,1,25-34,bachelor,tech ,urban,high,40700.0,2027-12-27
1822,0,45-54,high_school,education,urban,medium,112400.0,2027-12-28
1823,0,25-34,bachelor,tech,urban,low,74665.11627906977,2027-12-29
1824,0,18-24,bachelor, fintech,urban,medium,40700.0,2027-12-30
1825,1,18-24,phd,health,suburban,medium,97900.0,2027-12-31
1826,0,55-65,phd,tech,urban,medium,80500.0,2028-01-01
1827,0,35-44,master,health,urban,high,72056.45161290323,2028-01-02
1828,1,55-65,phd, fintech,urban,high,40700.0,2028-01-03
1829,1,45-54,bachelor,education,urban,high,112400.0,2028-01-04
1830,0,18-24,master,retail,urban,medium,96500.0,2028-01-05
1831,0,18-24,high_school,tech ,urban,high,64500.0,2028-01-06
1832,1,45-54,bachelor,retail,urban,high,58500.0,2028-01-07
1833,0,45-54,bachelor,retail,urban,high,40700.0,2028-01-08
1834,1,25-34,master,education,suburban,medium,40700.0,2028-01-09
1835,0,55-65,phd,finance,urban,medium,46600.0,2028-01-10
1836,0,35-44,high_school,tech,urban,high,112400.0,2028-01-11
1837,1,25-34,phd,finance,urban,medium,112400.0,2028-01-12
1838,0,18-24,high_school,retail,urban,low,40700.0,2028-01-13
1839,1,18-24,high_school,retail,urban,low,67800.0,2028-01-14
1840,0,25-34,master,retail,urban,high,78984.21052631579,2028-01-15
1841,1,18-24,master,retail,urban,high,112400.0,2028-01-16
1842,1,18-24,master,retail,urban,high,65400.0,2028-01-17
1843,0,35-44,bachelor,tech,urban,high,75600.0,2028-01-18
1844,1,25-34,high_school,education,suburban,medium,40700.0,2028-01-19
1845,1,45-54,master,tech,urban,high,83238.09523809524,2028-01-20
1846,0,35-44,phd,education,suburban,medium,72800.0,2028-01-21
1847,1,18-24,phd,health,urban,low,54000.0,2028-01-22
1848,1,18-24,phd,education,urban,high,68700.0,2028-01-23
1849,0,25-34,master, fintech,urban,high,76375.0,2028-01-24
1850,0,25-34,master,health,urban,high,112400.0,2028-01-25
1851,0,18-24,phd,retail,suburban,low,112400.0,2028-01-26
1852,1,35-44,diploma,tech ,urban,high,54400.0,2028-01-27
1853,0,18-24,diploma,retail,urban,high,83920.0,2028-01-28
1854,1,35-44,bachelor,health,rural,medium,54000.0,2028-01-29
1855,1,25-34,diploma,health,urban,medium,58000.0,2028-01-30
1856,1,55-65,phd,tech,suburban,medium,79633.33333333333,2028-01-31
1857,0,45-54,bachelor,health,suburban,high,87300.0,2028-02-01
1858,1,35-44,phd,health,urban,low,83369.76744186046,2028-02-02
1859,0,35-44,diploma,finance,urban,medium,88714.28571428571,2028-02-03
1860,0,35-44,high_school,tech ,rural,low,64600.0,2028-02-04
1861,1,55-65,diploma,retail,urban,medium,83920.0,2028-02-05
1862,1,35-44,master, fintech,urban,high,112400.0,2028-02-06
1863,0,18-24,bachelor,tech ,urban,high,76920.51282051283,2028-02-07
1864,1,25-34,phd,finance,urban,low,91700.0,2028-02-08
1865,1,25-34,phd,health,suburban,low,67216.66666666667,2028-02-09
1866,0,35-44,master,health,urban,low,72056.45161290323,2028-02-10
1867,1,45-54,master,health,rural,low,112400.0,2028-02-11
1868,0,18-24,master,health,rural,medium,40700.0,2028-02-12
1869,0,18-24,bachelor,retail,urban,high,104600.0,2028-02-13
1870,1,55-65,high_school,health,urban,low,90500.0,2028-02-14
1871,1,18-24,phd,health,urban,high,77400.0,2028-02-15
1872,0,18-24,bachelor,retail,urban,high,40700.0,2028-02-16
1873,0,18-24,phd,education,urban,medium,42700.0,2028-02-17
1874,1,18-24,bachelor,tech ,urban,low,112400.0,2028-02-18
1875,1,45-54,bachelor,education,urban,high,50900.0,2028-02-19
1876,1,18-24,bachelor,tech,rural,medium,89900.0,2028-02-20
1877,1,45-54,high_school,health,urban,high,80530.0,2028-02-21
1878,1,45-54,phd,health,suburban,high,40700.0,2028-02-22
1879,1,18-24,bachelor,retail,urban,medium,40700.0,2028-02-23
1880,1,18-24,bachelor,tech ,suburban,high,46700.0,2028-02-24
1881,0,25-34,phd,retail,urban,high,50900.0,2028-02-25
1882,0,25-34,master,health,urban,medium,72056.45161290323,2028-02-26
1883,0,35-44,high_school,retail,suburban,low,112400.0,2028-02-27
1884,1,18-24,master,tech,rural,low,63500.0,2028-02-28
1885,1,18-24,diploma,finance,suburban,low,40700.0,2028-02-29
1886,0,35-44,phd,retail,suburban,medium,105600.0,2028-03-01
1887,1,35-44,master,retail,urban,high,78984.21052631579,2028-03-02
1888,1,55-65,diploma,tech,urban,high,51100.0,2028-03-03
1889,1,45-54,bachelor,retail,rural,high,40700.0,2028-03-04
1890,1,18-24,phd, fintech,urban,low,75478.94736842105,2028-03-05
1891,0,55-65,high_school,health,rural,high,40700.0,2028-03-06
1892,0,55-65,master,education,suburban,medium,112400.0,2028-03-07
1893,0,18-24,phd,finance,rural,medium,61500.0,2028-03-08
1894,0,55-65,high_school,health,urban,high,80530.0,2028-03-09
1895,1,35-44,diploma,retail,urban,high,56700.0,2028-03-10
1896,1,25-34,high_school,retail,urban,high,42400.0,2028-03-11
1897,1,55-65,bachelor,retail,urban,high,69700.0,2028-03-12
1898,0,18-24,bachelor,retail,urban,medium,112400.0,2028-03-13
1899,0,35-44,master,retail,urban,high,49600.0,2028-03-14
1900,0,55-65,master,retail,urban,low,78984.21052631579,2028-03-15
1901,0,25-34,bachelor, fintech,urban,medium,40700.0,2028-03-16
1902,0,25-34,phd,tech,urban,high,80500.0,2028-03-17
1903,1,35-44,master, fintech,urban,high,40700.0,2028-03-18
1904,0,25-34,diploma,retail,rural,high,112400.0,2028-03-19
1905,1,25-34,phd,finance,urban,high,112400.0,2028-03-20
1906,0,18-24,phd,education,urban,medium,73952.17391304347,2028-03-21
1907,1,18-24,bachelor,tech,urban,low,74665.11627906977,2028-03-22
1908,1,45-54,master,retail,urban,low,78984.21052631579,2028-03-23
1909,1,18-24,bachelor,health,urban,medium,82858.97435897436,2028-03-24
1910,1,18-24,bachelor,education,urban,low,40700.0,2028-03-25
1911,1,35-44,master,retail,urban,medium,40700.0,2028-03-26
1912,1,18-24,high_school,tech ,rural,medium,98400.0,2028-03-27
1913,1,25-34,bachelor,retail,urban,high,102300.0,2028-03-28
1914,0,18-24,bachelor,health,urban,low,96200.0,2028-03-29
1915,1,25-34,phd,tech ,urban,low,74262.85714285714,2028-03-30
1916,1,18-24,diploma,retail,suburban,low,71700.0,2028-03-31
1917,1,35-44,high_school,retail,urban,high,112400.0,2028-04-01
1918,0,18-24,high_school,retail,urban,low,53400.0,2028-04-02
1919,1,35-44,bachelor,tech,urban,low,74665.11627906977,2028-04-03
1920,0,18-24,bachelor, fintech,urban,high,112400.0,2028-04-04
1921,1,45-54,bachelor,retail,urban,low,78200.0,2028-04-05
1922,0,18-24,diploma,retail,urban,low,48400.0,2028-04-06
1923,1,18-24,bachelor,retail,urban,low,40700.0,2028-04-07
1924,1,18-24,bachelor,retail,urban,high,77400.0,2028-04-08
1925,0,25-34,master,retail,urban,low,112400.0,2028-04-09
1926,1,55-65,bachelor,finance,urban,high,40700.0,2028-04-10
1927,0,18-24,phd,health,urban,low,63800.0,2028-04-11
1928,1,18-24,phd,tech,urban,low,88000.0,2028-04-12
1929,0,18-24,phd,tech,suburban,low,70700.0,2028-04-13
1930,1,18-24,phd,finance,urban,low,70058.62068965517,2028-04-14
1931,1,25-34,bachelor,retail,urban,high,74708.33333333333,2028-04-15
1932,0,45-54,bachelor,tech,urban,high,74665.11627906977,2028-04-16
1933,1,18-24,bachelor,health,urban,medium,82858.97435897436,2028-04-17
1934,1,18-24,bachelor,tech ,urban,low,76920.51282051283,2028-04-18
1935,0,25-34,phd,health,urban,high,40700.0,2028-04-19
1936,1,18-24,phd,retail,urban,high,59700.0,2028-04-20
1937,0,35-44,phd,tech,urban,high,40700.0,2028-04-21
1938,1,25-34,bachelor,retail,urban,high,50200.0,2028-04-22
1939,0,18-24,phd,tech ,urban,low,40700.0,2028-04-23
1940,1,18-24,master,tech ,urban,medium,40700.0,2028-04-24
1941,0,25-34,diploma, fintech,urban,medium,45100.0,2028-04-25
1942,1,55-65,high_school,health,urban,high,80530.0,2028-04-26
1943,1,18-24,master,retail,urban,low,63700.0,2028-04-27
1944,1,55-65,master,finance,urban,medium,112400.0,2028-04-28
1945,0,18-24,master,education,urban,high,55100.0,2028-04-29
1946,0,25-34,bachelor,retail,urban,high,112400.0,2028-04-30
1947,1,25-34,phd,health,rural,high,90100.0,2028-05-01
1948,0,18-24,phd, fintech,urban,high,40700.0,2028-05-02
1949,1,18-24,master,retail,urban,high,40700.0,2028-05-03
1950,0,18-24,phd,health,urban,high,90700.0,2028-05-04
1951,1,25-34,bachelor,finance,urban,high,112400.0,2028-05-05
1952,0,55-65,bachelor,retail,urban,low,74400.0,2028-05-06
1953,1,25-34,phd,education,urban,medium,105600.0,2028-05-07
1954,1,25-34,master,retail,urban,high,112400.0,2028-05-08
1955,1,55-65,high_school,health,urban,medium,110400.0,2028-05-09
1956,1,55-65,phd,finance,suburban,low,82800.0,2028-05-10
1957,1,35-44,high_school,tech,suburban,medium,40700.0,2028-05-11
1958,0,18-24,high_school,health,urban,high,112400.0,2028-05-12
1959,0,35-44,high_school,health,rural,medium,86880.0,2028-05-13
1960,0,18-24,bachelor,health,rural,low,47400.0,2028-05-14
1961,0,45-54,phd,retail,urban,low,43600.0,2028-05-15
1962,1,18-24,bachelor,tech,urban,low,112400.0,2028-05-16
1963,1,45-54,bachelor,retail,urban,high,40700.0,2028-05-17
1964,0,18-24,phd,finance,urban,medium,94300.0,2028-05-18
1965,0,55-65,bachelor,education,urban,medium,97000.0,2028-05-19
1966,0,25-34,high_school,retail,urban,high,62100.0,2028-05-20
1967,1,18-24,bachelor,finance,urban,high,112400.0,2028-05-21
1968,0,18-24,master,tech,urban,low,92500.0,2028-05-22
1969,0,18-24,phd,education,urban,medium,112400.0,2028-05-23
1970,1,25-34,master,health,urban,high,52700.0,2028-05-24
1971,1,45-54,phd,finance,urban,high,74700.0,2028-05-25
1972,1,18-24,master,education,urban,medium,112400.0,2028-05-26
1973,1,35-44,diploma,retail,urban,high,112400.0,2028-05-27
1974,0,25-34,master,retail,suburban,high,112400.0,2028-05-28
1975,0,18-24,bachelor,tech ,suburban,high,40700.0,2028-05-29
1976,1,18-24,high_school,health,urban,medium,112400.0,2028-05-30
1977,1,35-44,master,retail,rural,medium,40700.0,2028-05-31
1978,1,45-54,phd,retail,suburban,high,112400.0,2028-06-01
1979,1,18-24,phd,finance,urban,medium,106600.0,2028-06-02
1980,1,18-24,bachelor,health,urban,high,84900.0,2028-06-03
1981,1,18-24,high_school,health,urban,low,80530.0,2028-06-04
1982,0,18-24,high_school,finance,urban,high,51100.0,2028-06-05
1983,1,18-24,bachelor,retail,urban,high,86200.0,2028-06-06
1984,1,18-24,phd,health,urban,medium,112400.0,2028-06-07
1985,1,18-24,bachelor,retail,urban,low,112400.0,2028-06-08
1986,1,18-24,bachelor,retail,urban,low,40700.0,2028-06-09
1987,1,25-34,bachelor,finance,suburban,high,100100.0,2028-06-10
1988,1,25-34,phd,health,urban,medium,49200.0,2028-06-11
1989,1,55-65,diploma,retail,urban,medium,112400.0,2028-06-12
1990,0,18-24,phd,health,rural,medium,112400.0,2028-06-13
1991,1,18-24,master, fintech,urban,low,51200.0,2028-06-14
1992,1,18-24,phd,retail,urban,low,40700.0,2028-06-15
1993,1,25-34,bachelor,retail,urban,low,40700.0,2028-06-16
1994,0,55-65,bachelor,education,urban,low,40700.0,2028-06-17
1995,1,25-34,phd,finance,urban,low,112400.0,2028-06-18
1996,1,25-34,phd,tech ,urban,high,102200.0,2028-06-19
1997,1,35-44,master,education,urban,low,40700.0,2028-06-20
1998,1,25-34,high_school,retail,urban,high,92500.0,2028-06-21
1999,0,25-34,high_school,retail,urban,medium,43300.0,2028-06-22
